Date,TCS.NS,INFY.NS,RELIANCE.NS
,TCS.NS,INFY.NS,RELIANCE.NS
2020-06-29,1832.0645751953125,637.3277587890625,778.1634521484375
2020-06-30,1815.0655517578125,640.98583984375,769.5606079101562
2020-07-01,1823.696044921875,637.4584350585938,784.68896484375
2020-07-02,1880.4456787109375,658.9713134765625,798.19775390625
2020-07-03,1917.49365234375,664.2841796875,810.689697265625
2020-07-06,1972.892578125,665.4163818359375,839.6640625
2020-07-07,1978.7325439453125,691.6760864257812,826.8092041015625
2020-07-08,1934.2744140625,674.7357177734375,815.2694702148438
2020-07-09,1921.591064453125,680.8323974609375,827.1719360351562
2020-07-10,1937.2823486328125,680.9630737304688,851.5665893554688
2020-07-13,1935.233642578125,694.2017822265625,877.3895263671875
2020-07-14,1893.346923828125,682.1824340820312,869.227783203125
2020-07-15,1947.3499755859375,723.7274780273438,836.127197265625
2020-07-16,1952.46142578125,793.4481201171875,835.8551025390625
2020-07-17,1922.7564697265625,786.611083984375,866.8245849609375
2020-07-20,1929.0029296875,813.7415161132812,870.5426635742188
2020-07-21,1943.98681640625,815.87548828125,893.9623413085938
2020-07-22,1914.1943359375,799.4578247070312,908.67626953125
2020-07-23,1896.9388427734375,790.7916870117188,933.0708618164062
2020-07-24,1884.8817138671875,803.76904296875,973.1315307617188
2020-07-27,1928.042236328125,826.065673828125,977.6885375976562
2020-07-28,2017.987548828125,838.6075439453125,987.437255859375
2020-07-29,1988.544677734375,831.0302734375,950.6866455078125
2020-07-30,1991.5587158203125,837.38818359375,956.218505859375
2020-07-31,1993.21875,841.3511962890625,937.2877807617188
2020-08-03,1969.410888671875,833.4253540039062,910.9434204101562
2020-08-04,1965.52294921875,827.2850341796875,975.1492309570312
2020-08-05,1974.08544921875,822.799560546875,964.1987915039062
2020-08-06,2016.5457763671875,845.5753173828125,967.6676635742188
2020-08-07,2005.406982421875,828.1996459960938,973.2675170898438
2020-08-10,1994.441650390625,828.591552734375,961.2062377929688
2020-08-11,1991.908203125,826.065673828125,967.5316162109375
2020-08-12,1972.2069091796875,831.7269287109375,964.7202758789062
2020-08-13,1969.67333984375,828.4607543945312,962.2037963867188
2020-08-14,1958.9266357421875,830.551025390625,958.4629516601562
2020-08-17,1968.755126953125,833.9479370117188,948.2835083007812
2020-08-18,1983.0399169921875,842.7011108398438,960.6167602539062
2020-08-19,1971.55126953125,835.5156860351562,966.5113525390625
2020-08-20,1968.275390625,831.901123046875,950.8679809570312
2020-08-21,1964.56201171875,826.3705444335938,943.9758911132812
2020-08-24,1964.12548828125,825.1512451171875,950.278564453125
2020-08-25,1959.36328125,817.05126953125,944.0892333984375
2020-08-26,1968.8428955078125,828.1124877929688,969.1185913085938
2020-08-27,1964.3875732421875,824.8463745117188,957.0120239257812
2020-08-28,1955.781494140625,814.5689697265625,959.528564453125
2020-08-31,1972.1197509765625,808.7770385742188,943.4544677734375
2020-09-01,1962.596435546875,796.191650390625,946.4244384765625
2020-09-02,1979.0216064453125,804.7705688476562,964.9923706054688
2020-09-03,2009.03271484375,814.8302612304688,957.6921997070312
2020-09-04,1999.6834716796875,800.5464477539062,941.8900756835938
2020-09-07,2033.1025390625,805.6851196289062,944.3386840820312
2020-09-08,2051.580810546875,818.096435546875,955.4249877929688
2020-09-09,2033.626220703125,808.0366821289062,980.0236206054688
2020-09-10,2036.6842041015625,818.7495727539062,1049.2398681640625
2020-09-11,2074.208740234375,823.6705322265625,1051.84716796875
2020-09-14,2176.69189453125,852.151123046875,1044.0482177734375
2020-09-15,2176.69189453125,855.6784057617188,1051.439208984375
2020-09-16,2186.8271484375,872.4880981445312,1054.0235595703125
2020-09-17,2150.08837890625,880.54443359375,1042.3251953125
2020-09-18,2140.434326171875,872.8364868164062,1045.4764404296875
2020-09-21,2153.88916015625,879.5865478515625,1022.8729858398438
2020-09-22,2204.2568359375,877.49609375,1002.6045532226562
2020-09-23,2155.767333984375,888.1654663085938,1011.514404296875
2020-09-24,2037.6451416015625,849.5381469726562,989.0243530273438
2020-09-25,2116.3203125,880.9364013671875,998.319580078125
2020-09-28,2119.8154296875,880.02197265625,1004.9170532226562
2020-09-29,2174.071044921875,878.8025512695312,1017.9758911132812
2020-09-30,2177.478515625,878.1492919921875,1013.1241455078125
2020-10-01,2204.693603515625,886.3365478515625,1008.9979248046875
2020-10-05,2364.010009765625,913.3798217773438,1003.0806274414062
2020-10-06,2371.43603515625,919.5202026367188,1002.2417602539062
2020-10-07,2390.350830078125,928.9266357421875,1023.6210327148438
2020-10-08,2468.763427734375,952.5731201171875,1015.3458862304688
2020-10-09,2457.6240234375,963.9828491210938,1012.716064453125
2020-10-12,2472.520751953125,986.0182495117188,1014.348388671875
2020-10-13,2469.507080078125,1008.4019775390625,1034.1407470703125
2020-10-14,2465.163818359375,990.2860717773438,1037.2239990234375
2020-10-15,2404.622314453125,965.2459106445312,1000.49609375
2020-10-16,2424.5400390625,982.0116577148438,986.5757446289062
2020-10-19,2379.134033203125,980.6182250976562,986.7571411132812
2020-10-20,2403.218017578125,990.7214965820312,977.5524291992188
2020-10-21,2347.415283203125,1000.1712646484375,963.360107421875
2020-10-22,2343.686279296875,983.3618774414062,955.3569946289062
2020-10-23,2357.418212890625,988.1596069335938,958.1229248046875
2020-10-26,2358.646240234375,979.312255859375,920.057373046875
2020-10-27,2307.71240234375,960.2974243164062,922.505859375
2020-10-28,2300.7373046875,947.7089233398438,912.0542602539062
2020-10-29,2309.90625,946.2122802734375,919.059814453125
2020-10-30,2338.158935546875,933.6677856445312,931.5745239257812
2020-11-02,2285.294189453125,943.9675903320312,851.2945556640625
2020-11-03,2310.740234375,935.3843994140625,839.0292358398438
2020-11-04,2327.89208984375,963.0263061523438,867.5046997070312
2020-11-05,2356.45263671875,971.8734741210938,886.4581909179688
2020-11-06,2375.535888671875,979.5762939453125,920.0800170898438
2020-11-09,2392.338623046875,1000.5280151367188,929.8514404296875
2020-11-10,2324.7783203125,960.4735717773438,945.2001953125
2020-11-11,2358.295166015625,988.1596069335938,905.5928344726562
2020-11-12,2343.59912109375,983.9782104492188,897.7938842773438
2020-11-13,2331.139404296875,989.6560668945312,905.2301025390625
2020-11-14,2342.98486328125,997.7990112304688,907.9053344726562
2020-11-17,2339.2119140625,989.2159423828125,903.8018798828125
2020-11-18,2304.64208984375,977.6397705078125,901.05859375
2020-11-19,2313.63525390625,965.4912719726562,894.6878051757812
2020-11-20,2334.122802734375,971.3013916015625,861.2926635742188
2020-11-23,2390.276123046875,1003.4331665039062,884.5083618164062
2020-11-24,2388.346435546875,1003.609130859375,890.5617065429688
2020-11-25,2370.139892578125,982.12939453125,883.193359375
2020-11-26,2387.07421875,979.9725341796875,885.369873046875
2020-11-27,2351.144287109375,968.352294921875,875.0316162109375
2020-12-01,2392.51416015625,1001.6726684570312,886.4127807617188
2020-12-02,2412.475341796875,1004.3574829101562,887.886474609375
2020-12-03,2377.291015625,991.6368408203125,890.5617065429688
2020-12-04,2393.172119140625,998.8553466796875,882.71728515625
2020-12-07,2402.077880859375,1006.6463623046875,887.9091186523438
2020-12-08,2454.3720703125,1015.3173828125,904.028564453125
2020-12-09,2466.21630859375,1034.5521240234375,919.0824584960938
2020-12-10,2442.965576171875,1027.9940185546875,910.0365600585938
2020-12-11,2442.35107421875,1023.9885864257812,909.4924926757812
2020-12-14,2454.721923828125,1025.17724609375,902.9176635742188
2020-12-15,2423.00439453125,1016.4179077148438,895.2319946289062
2020-12-16,2469.19921875,1026.1893310546875,896.2294921875
2020-12-17,2490.2568359375,1020.4672241210938,900.3331298828125
2020-12-18,2510.2626953125,1047.4051513671875,903.031005859375
2020-12-21,2474.420654296875,1036.4010009765625,879.5205688476562
2020-12-22,2520.352294921875,1074.4310302734375,878.1603393554688
2020-12-23,2552.15771484375,1103.0853271484375,881.40234375
2020-12-24,2552.684814453125,1088.1199951171875,904.2099609375
2020-12-28,2570.277099609375,1091.861328125,908.3587646484375
2020-12-29,2571.2421875,1100.66455078125,902.3509521484375
2020-12-30,2552.64111328125,1097.5833740234375,904.822021484375
2020-12-31,2511.797119140625,1105.50634765625,900.1970825195312
2021-01-01,2569.267822265625,1109.5997314453125,901.1946411132812
2021-01-04,2666.835693359375,1134.0726318359375,902.7136840820312
2021-01-05,2713.82080078125,1138.9583740234375,891.4912109375
2021-01-06,2677.407958984375,1128.6585693359375,867.9807739257812
2021-01-07,2661.000732421875,1111.0960693359375,866.5750732421875
2021-01-08,2738.300048828125,1155.0682373046875,876.800048828125
2021-01-11,2787.040283203125,1211.4967041015625,860.2724609375
2021-01-12,2785.63623046875,1207.579345703125,887.3876953125
2021-01-13,2771.685302734375,1221.136474609375,879.1124877929688
2021-01-14,2857.615478515625,1206.4788818359375,888.9973754882812
2021-01-15,2842.36328125,1183.98681640625,878.5004272460938
2021-01-18,2832.166748046875,1155.0242919921875,899.5849609375
2021-01-19,2866.40625,1159.07373046875,914.2987670898438
2021-01-20,2908.6904296875,1179.1448974609375,931.6652221679688
2021-01-21,2877.9658203125,1179.365234375,951.9335327148438
2021-01-22,2903.679443359375,1180.37744140625,929.3527221679688
2021-01-25,2893.306396484375,1166.5123291015625,880.1100463867188
2021-01-27,2866.7138671875,1145.2967529296875,859.252197265625
2021-01-28,2810.012939453125,1123.4647216796875,850.886474609375
2021-01-29,2735.1162109375,1090.7608642578125,835.1976928710938
2021-02-01,2759.730224609375,1109.9959716796875,859.3882446289062
2021-02-02,2816.078857421875,1119.1070556640625,873.2178955078125
2021-02-03,2813.090576171875,1130.9034423828125,875.4171752929688
2021-02-04,2802.892822265625,1126.23779296875,872.5377197265625
2021-02-05,2776.080810546875,1119.85546875,872.2883911132812
2021-02-08,2825.44091796875,1147.54150390625,884.848388671875
2021-02-09,2792.73974609375,1149.3023681640625,886.9795532226562
2021-02-10,2824.737548828125,1141.33544921875,895.2092895507812
2021-02-11,2818.3203125,1137.946044921875,932.11865234375
2021-02-12,2804.958984375,1153.0435791015625,925.7252197265625
2021-02-15,2760.170166015625,1152.9114990234375,921.6443481445312
2021-02-16,2732.87451171875,1135.9652099609375,933.8416748046875
2021-02-17,2701.49169921875,1127.954345703125,944.6106567382812
2021-02-18,2687.64599609375,1137.77001953125,937.5598754882812
2021-02-19,2700.39306640625,1136.757568359375,943.2730712890625
2021-02-22,2600.705078125,1113.7811279296875,910.5352783203125
2021-02-23,2619.82470703125,1114.7935791015625,917.4954833984375
2021-02-24,2591.607177734375,1121.792236328125,934.5218505859375
2021-02-25,2633.099365234375,1122.012451171875,972.3153686523438
2021-02-26,2544.31201171875,1103.305419921875,945.7669677734375
2021-03-01,2570.596923828125,1115.36572265625,952.9765014648438
2021-03-02,2642.812744140625,1148.3775634765625,954.9262084960938
2021-03-03,2689.1845703125,1182.75439453125,998.5009765625
2021-03-04,2680.9208984375,1171.134033203125,986.5983276367188
2021-03-05,2644.3076171875,1159.1175537109375,987.890625
2021-03-08,2643.3408203125,1175.8876953125,993.5132446289062
2021-03-09,2682.01953125,1184.514892578125,993.4906005859375
2021-03-10,2699.60107421875,1204.41015625,989.3642578125
2021-03-12,2688.1728515625,1210.3082275390625,969.2546997070312
2021-03-15,2695.381591796875,1209.2081298828125,956.2412109375
2021-03-16,2733.973388671875,1218.36328125,952.4777221679688
2021-03-17,2736.5224609375,1221.004150390625,931.9599609375
2021-03-18,2669.3173828125,1177.0762939453125,910.9888305664062
2021-03-19,2681.3603515625,1183.546630859375,944.0438842773438
2021-03-22,2751.202880859375,1206.742919921875,935.1566162109375
2021-03-23,2762.587158203125,1207.4033203125,946.5377807617188
2021-03-24,2743.687255859375,1191.7335205078125,928.3098754882812
2021-03-25,2694.239013671875,1174.1712646484375,902.9856567382812
2021-03-26,2695.953125,1176.283935546875,904.4366455078125
2021-03-30,2776.6083984375,1219.5078125,920.1480712890625
2021-03-31,2793.573974609375,1204.3223876953125,908.2680053710938
2021-04-01,2782.278564453125,1219.4195556640625,916.7698974609375
2021-04-05,2847.24267578125,1241.1634521484375,903.5071411132812
2021-04-06,2869.922607421875,1242.1759033203125,899.7437133789062
2021-04-07,2875.812255859375,1259.0340576171875,908.1548461914062
2021-04-08,2916.2060546875,1267.5291748046875,909.2883911132812
2021-04-09,2920.513916015625,1268.585693359375,898.7234497070312
2021-04-12,2853.967529296875,1255.1165771484375,866.5750732421875
2021-04-13,2728.6982421875,1229.9393310546875,875.9385986328125
2021-04-15,2829.705322265625,1197.8958740234375,881.6063842773438
2021-04-16,2808.7822265625,1191.7335205078125,876.0745239257812
2021-04-19,2779.4658203125,1199.48046875,862.2902221679688
2021-04-20,2764.30126953125,1189.620849609375,862.0408325195312
2021-04-22,2741.664794921875,1189.4007568359375,864.4213256835938
2021-04-23,2733.489990234375,1174.1712646484375,863.4918823242188
2021-04-26,2725.842041015625,1182.75439453125,878.6818237304688
2021-04-27,2753.268798828125,1187.1119384765625,901.7161254882812
2021-04-28,2746.32470703125,1193.71435546875,905.6382446289062
2021-04-29,2738.544677734375,1194.0224609375,917.7675170898438
2021-04-30,2668.570068359375,1192.26171875,904.36865234375
2021-05-03,2669.75732421875,1190.237060546875,888.2944946289062
2021-05-04,2680.965087890625,1170.2979736328125,869.0462646484375
2021-05-05,2721.358154296875,1180.9498291015625,870.6334228515625
2021-05-06,2735.20458984375,1198.64404296875,875.5758056640625
2021-05-07,2754.0595703125,1190.67724609375,875.9158935546875
2021-05-10,2765.13623046875,1179.2332763671875,873.3992309570312
2021-05-11,2745.006103515625,1171.39794921875,876.5505981445312
2021-05-12,2714.238037109375,1168.184814453125,867.4819946289062
2021-05-14,2682.503173828125,1158.853759765625,878.4323120117188
2021-05-17,2698.5458984375,1170.2979736328125,888.8839721679688
2021-05-18,2715.29248046875,1179.6290283203125,901.398681640625
2021-05-19,2709.31494140625,1176.9881591796875,905.52490234375
2021-05-20,2689.975341796875,1179.0130615234375,900.242431640625
2021-05-21,2707.996826171875,1192.393798828125,908.018798828125
2021-05-24,2708.875732421875,1186.7156982421875,900.355712890625
2021-05-25,2750.8359375,1198.64404296875,890.153564453125
2021-05-26,2790.14599609375,1230.0274658203125,893.2822265625
2021-05-27,2809.138916015625,1234.42919921875,896.0255126953125
2021-05-28,2776.984130859375,1236.8941650390625,949.8477783203125
2021-05-31,2790.719970703125,1240.1864013671875,979.5475463867188
2021-06-01,2785.28759765625,1234.3580322265625,983.447021484375
2021-06-02,2764.484130859375,1226.75,998.1156005859375
2021-06-03,2774.907958984375,1236.5382080078125,1001.9243774414062
2021-06-04,2777.116455078125,1232.9788818359375,993.2412109375
2021-06-07,2811.965576171875,1236.5382080078125,1009.9727783203125
2021-06-08,2826.938720703125,1257.2708740234375,1004.1689453125
2021-06-09,2827.02783203125,1259.3621826171875,986.2129516601562
2021-06-10,2841.6474609375,1267.3704833984375,989.8404541015625
2021-06-11,2892.0,1287.4803466796875,1007.0098266601562
2021-06-14,2894.252685546875,1300.73876953125,1021.4566040039062
2021-06-15,2882.23828125,1311.505615234375,1023.777099609375
2021-06-16,2892.486083984375,1317.46728515625,1006.3045654296875
2021-06-17,2930.82421875,1330.5477294921875,1008.1473999023438
2021-06-18,2912.759033203125,1337.666259765625,1012.697509765625
2021-06-21,2891.38134765625,1334.99658203125,1017.9756469726562
2021-06-22,2916.204345703125,1345.274169921875,1012.742919921875
2021-06-23,2881.045166015625,1337.53271484375,1003.4607543945312
2021-06-24,2980.160400390625,1387.4071044921875,979.868408203125
2021-06-25,2986.521240234375,1400.7542724609375,957.5499877929688
2021-06-28,2947.608154296875,1398.618896484375,949.1550903320312
2021-06-29,2951.23046875,1390.8328857421875,949.97412109375
2021-06-30,2955.558837890625,1406.6273193359375,960.3711547851562
2021-07-01,2951.8046875,1388.4749755859375,954.5924682617188
2021-07-02,2937.626220703125,1395.0594482421875,968.7432861328125
2021-07-05,2933.69482421875,1404.98095703125,978.3668212890625
2021-07-06,2881.84033203125,1390.0765380859375,966.8095703125
2021-07-07,2893.015380859375,1392.2120361328125,960.0980834960938
2021-07-08,2878.48388671875,1388.7864990234375,952.1581420898438
2021-07-09,2834.00634765625,1390.699462890625,942.4209594726562
2021-07-12,2820.7109375,1377.3074951171875,948.2905883789062
2021-07-13,2815.80859375,1374.72705078125,955.3887329101562
2021-07-14,2839.65966796875,1403.1568603515625,949.1550903320312
2021-07-15,2835.5869140625,1406.6273193359375,947.4943237304688
2021-07-16,2828.37255859375,1384.0701904296875,961.16748046875
2021-07-19,2819.341796875,1371.835205078125,955.0474853515625
2021-07-20,2838.1103515625,1379.2650146484375,952.7041625976562
2021-07-22,2847.4501953125,1414.9913330078125,964.9440307617188
2021-07-23,2844.3515625,1415.2138671875,958.1187744140625
2021-07-26,2830.80615234375,1427.1820068359375,944.99169921875
2021-07-27,2817.88134765625,1425.980712890625,935.0496215820312
2021-07-28,2831.027587890625,1428.6947021484375,927.0187377929688
2021-07-29,2829.25732421875,1438.8387451171875,934.25341796875
2021-07-30,2804.15869140625,1433.054931640625,926.0859985351562
2021-08-02,2850.14990234375,1451.78564453125,943.0125122070312
2021-08-03,2908.137939453125,1472.82958984375,949.9513549804688
2021-08-04,2898.444091796875,1467.535400390625,957.2315673828125
2021-08-05,2907.296875,1471.361572265625,971.109375
2021-08-06,2930.18212890625,1468.380615234375,950.5429077148438
2021-08-09,2941.602294921875,1480.037353515625,945.128173828125
2021-08-10,2951.51806640625,1492.4503173828125,950.0878295898438
2021-08-11,2960.63623046875,1492.7174072265625,963.39697265625
2021-08-12,2967.321044921875,1503.439453125,960.3029174804688
2021-08-13,3066.164794921875,1523.549560546875,976.2965087890625
2021-08-16,3074.619873046875,1516.6087646484375,988.9686279296875
2021-08-17,3145.532470703125,1549.7547607421875,984.759765625
2021-08-18,3152.171875,1542.458251953125,988.5818481445312
2021-08-20,3151.242919921875,1542.01318359375,977.4796142578125
2021-08-23,3220.208251953125,1547.1741943359375,983.8952026367188
2021-08-24,3198.783447265625,1531.2464599609375,993.6097412109375
2021-08-25,3239.330810546875,1544.3267822265625,1002.20947265625
2021-08-26,3250.706787109375,1537.341552734375,1014.8814697265625
2021-08-27,3293.466796875,1520.5242919921875,1013.4937744140625
2021-08-30,3276.779052734375,1510.9586181640625,1032.9910888671875
2021-08-31,3352.16259765625,1518.432861328125,1027.4853515625
2021-09-01,3288.86328125,1492.895263671875,1031.5577392578125
2021-09-02,3396.693603515625,1502.9945068359375,1043.9796142578125
2021-09-03,3401.385498046875,1513.2720947265625,1086.7962646484375
2021-09-06,3410.1943359375,1539.7440185546875,1103.6771240234375
2021-09-07,3378.234375,1518.6109619140625,1110.638916015625
2021-09-08,3341.272705078125,1506.6873779296875,1106.2933349609375
2021-09-09,3356.54443359375,1505.21923828125,1103.6771240234375
2021-09-13,3404.307373046875,1505.486083984375,1079.083984375
2021-09-14,3440.205810546875,1500.369873046875,1077.67333984375
2021-09-15,3500.982421875,1522.882080078125,1082.1551513671875
2021-09-16,3455.610595703125,1514.6959228515625,1104.860107421875
2021-09-17,3388.814453125,1504.952392578125,1087.72900390625
2021-09-20,3384.962890625,1501.88232421875,1089.4580078125
2021-09-21,3419.888671875,1529.1107177734375,1094.16748046875
2021-09-22,3419.179931640625,1527.731689453125,1105.90673828125
2021-09-23,3425.46533203125,1550.5555419921875,1132.934326171875
2021-09-24,3427.280517578125,1569.5087890625,1129.6583251953125
2021-09-27,3396.870361328125,1531.5133056640625,1148.655029296875
2021-09-28,3345.69970703125,1501.21484375,1159.3934326171875
2021-09-29,3356.987060546875,1505.7974853515625,1150.2022705078125
2021-09-30,3342.512451171875,1490.6260986328125,1146.2890625
2021-10-01,3302.363525390625,1481.6834716796875,1148.3138427734375
2021-10-04,3340.52099609375,1493.78515625,1163.0789794921875
2021-10-05,3393.638916015625,1506.2869873046875,1187.217529296875
2021-10-06,3373.807861328125,1489.157958984375,1164.762451171875
2021-10-07,3446.4033203125,1504.685302734375,1170.4730224609375
2021-10-08,3484.24951171875,1533.916015625,1215.4510498046875
2021-10-11,3262.87939453125,1504.640869140625,1206.987548828125
2021-10-12,3233.88525390625,1499.479736328125,1213.881103515625
2021-10-13,3235.9658203125,1520.8800048828125,1226.234619140625
2021-10-14,3203.3681640625,1526.70849609375,1228.7144775390625
2021-10-18,3235.034912109375,1594.6904296875,1231.9906005859375
